X1,X2,y
-3.5527500144946016,1.0333725096968376,-1.259688752398882
5.455697055425437,-1.0917285952694336,2.181984230078002
-4.751910256175421,3.884273655809416,-0.4338183001830025
5.178895940946889,-4.4638455086104285,0.3575252161682303
1.642762108676699,-6.212723860478141,-2.284980875900721
1.6065037465239147,-2.032054488215021,-0.2127753708455531
-9.155972107838833,-9.242070293074672,-9.199021200456752
-7.7875052119695445,0.055814046169068376,-3.865845582900238
-8.150728853942232,-7.838282599391843,-7.994505726667038
-6.957068382644289,-0.4131421607865775,-3.6851052717154333
4.854085969630097,5.05129970825924,4.952692838944668
3.1259364010348936,8.28075725461386,5.703346827824377
-8.90756531558091,8.271637214339748,-0.3179640506205814
1.4656357918004534,7.7555200050400686,4.610577898420261
-6.821866536880888,6.373696498556747,-0.2240850191620707
-3.798049939426998,1.3592979667699723,-1.219375986328513
-3.142602375373528,8.611451017933483,2.7344243212799775
-2.8151718483096113,4.232736858668266,0.7087825051793275
-0.49957032971993165,6.232985874783866,2.866707772531967
-2.9990023600726543,-8.508507132483905,-5.753754746278279
-4.941524443578454,-8.195411829807401,-6.568468136692928
-0.9980618504967254,-4.141493058465126,-2.5697774544809255
3.3424751353513127,2.0981431283989167,2.7203091318751147
8.745941138498154,-4.784521075521138,1.980710031488508
-5.49663529059791,3.457507617007865,-1.0195638367950224
-3.477099771658719,-8.547297900481984,-6.012198836070352
2.7163815463912275,5.094838513584161,3.9056100299876944
6.684113367040165,-3.888080331235095,1.3980165179025352
-2.0421028629835547,2.153971832006075,0.05593448451126015
-4.41696548139487,1.0765175700154774,-1.6702239556896963
0.5107923503614948,9.181721049980158,4.8462567001708265
1.6724522451100867,-1.062907834891302,0.3047722051093924
4.77681145582191,-7.408627123675311,-1.3159078339267003
4.23640695942456,5.949430810259722,5.092918884842141
0.5334909679120639,7.94679503943091,4.240143003671487
5.993562273099094,2.7932447905034863,4.39340353180129
5.928559989254516,1.3932555127591542,3.6609077510068353
-6.728370520138494,2.860597787573571,-1.9338863662824615
2.8176049421126805,0.24551408521972995,1.5315595136662052
-8.04071442007794,-1.8579874844262179,-4.949350952252079
5.36944231365106,-4.303877221980473,0.5327825458352935
2.2445585494813205,4.666759597010952,3.455659073246136
4.04739743780123,-5.300225012403748,-0.6264137873012592
-8.921440358143013,6.034092727585518,-1.4436738152787472
-0.11045343751823467,2.2496280100578883,1.0695872862698268
-8.988558366278102,-8.138153977589257,-8.56335617193368
-8.45352862861329,1.4364793847801174,-3.508524621916586
-1.6566456500794624,-7.707062208125064,-4.681853929102264
-0.9093335813939625,-1.9271793410754992,-1.4182564612347308
-1.222840413156936,2.769113855082651,0.7731367209628575
-8.635481861058386,1.7963296619190245,-3.4195760995696807
-6.544886537909658,-7.75483129267815,-7.149858915293905
-7.866026644822142,-1.0515250482135272,-4.458775846517835
-5.113875866421979,-4.740636239143088,-4.927256052782534
5.094318671778618,3.0117269624186527,4.053022817098635
-1.535436183126647,2.6108030203948402,0.5376834186340966
-3.3667790058845357,-9.407254329525877,-6.387016667705206
-0.11216872005246614,-1.498117741642245,-0.8051432308473556
-6.188167612702077,3.331344812741028,-1.4284113999805244
2.3224245732129187,-7.000567634247798,-2.3390715305174394
3.610517994082292,-4.955147441607775,-0.6723147237627418
6.631825304211471,-9.38951943207154,-1.378847063930034
-2.4422362233113946,-5.752613952971791,-4.097425088141593
-3.6005974279823123,-4.79844750719992,-4.199522467591116
0.11469922708923264,-9.408190518319943,-4.646745645615355
-5.842235710320259,-2.0483639918578014,-3.9452998510890303
-8.559757376195506,6.12901237102121,-1.2153725025871482
-5.079216370280778,8.389784714351432,1.6552841720353269
3.957317296185151,-0.015547714287421854,1.9708847909488645
-6.850338293869387,4.419003970499537,-1.2156671616849253
3.0832026833920807,7.0970309458559555,5.090116814624018
-3.9008555552932274,-8.440665798291295,-6.170760676792261
-6.067167070900486,7.230599359101458,0.5817161441004859
-3.591772409121864,7.767220053057677,2.0877238219679066
-5.250476588168197,-6.834180030714045,-6.042328309441121
9.23040742401896,9.40552841131371,9.317967917666335
5.810032596548936,-5.090151957895938,0.35994031932649895
3.8751562492435525,0.8459311869016766,2.3605437180726145
-4.196958838722517,-2.375472728932251,-3.2862157838273838
-7.584558790910777,5.454779504428757,-1.0648896432410102
-4.603576627839247,-4.233652296477832,-4.418614462158539
5.616546388863876,-2.163029103013173,1.7267586429253514
6.432242035903132,-8.831377982881868,-1.1995679734893683
1.58627869050612,2.957291141978507,2.2717849162423134
0.8980278984143091,5.545967530997046,3.2219977147056778
2.655866689454694,2.1719369816677006,2.413901835561197
-1.500810333133506,-1.7531052204486315,-1.6269577767910688
7.215449538161767,-1.6687519761469218,2.7733487810074227
7.326045081710351,-4.537992339301129,1.3940263712046108
-8.10464573391693,8.825284352938024,0.3603193095105466
-5.421772373469109,5.279362902764667,-0.07120473535222072
6.128969288636874,9.227805894792958,7.678387591714916
-8.099040175171508,5.037807137865874,-1.530616518652817
6.972577979837759,8.673590556017405,7.823084267927582
-5.0085055662168285,0.3010567753659039,-2.3537243954254623
-8.616164010232545,-5.93296491916011,-7.2745644646963274
6.944037066259508,5.611863846385299,6.277950456322404
-9.332152096673557,6.844796404115428,-1.2436778462790645
6.3153333347642935,6.13449195130206,6.224912643033177
7.12711758698369,-7.4452438312872005,-0.1590631221517551
6.12227779686925,6.488061553974214,6.305169675421732
-3.324427112332396,-6.697237885652661,-5.010832498992528
-2.4064457298743154,-3.543356439529499,-2.9749010847019073
0.20126701892375642,3.68537947175086,1.9433232453373082
7.851532638188193,-2.657235076466021,2.597148780861086
3.3339703184745364,5.407255608486338,4.370612963480437
8.48412391672164,5.452620132574685,6.968372024648162
3.55045535333562,1.657770288669898,2.604112821002759
1.6146255960766087,-8.78555236968757,-3.585463386805481
-7.355628124599894,9.208266774612117,0.9263193250061112
-9.400583687801678,-1.9383934933306515,-5.669488590566164
1.1573412144441235,8.32596610385741,4.741653659150767
7.626614408282091,7.877562837839566,7.752088623060828
3.2271967471755687,6.648646368302998,4.937921557739283
-1.89854196637134,-8.695421617818136,-5.296981792094738
-0.6753589573091929,1.3574897188442439,0.34106538076752546
5.401973970417069,6.391694324104597,5.896834147260833
4.492343018164281,2.2020808848099325,3.3472119514871066
-3.128767801538884,-0.5098898624166299,-1.819328831977757
-4.922128153421801,2.2926741836861346,-1.3147269848678333
-8.088496715686851,9.002101096187115,0.4568021902501318
-0.5619084100675842,6.984157023384181,3.2111243066582986
0.4650219595942833,5.863533845658612,3.1642779026264476
8.991151595369942,-8.785555593250646,0.10279800105964831
2.8583675594935727,-1.5959137348374917,0.6312269123280405
-1.2705988831428634,5.234098256634239,1.9817496867456876
8.793030473962169,-4.020337743054659,2.386346365453755
-6.744502396426666,-7.598303139364727,-7.171402767895697
-9.374097195015612,-1.850907120365524,-5.612502157690567
-6.849907981073068,8.225502058048676,0.6877970384878038
1.989594179118848,8.637469286855485,5.313531732987166
3.4767784415874665,6.755878316883077,5.116328379235272
-2.6604032662399666,5.70683772425366,1.5232172290068466
7.535868487101677,-8.775446199078988,-0.6197888559886557
4.69711198771031,3.5597263793046245,4.128419183507467
0.3266849212838565,9.17549050863483,4.751087714959343
-1.3783955377731676,-4.96617398180472,-3.1722847597889436
1.4047961821947759,-3.78713996231635,-1.191171890060787
2.5111958194186066,1.4110650228250616,1.961130421121834
-3.00786308293692,-7.546378605077843,-5.277120844007381
1.6392536099160449,4.910856199089521,3.275054904502783
-5.0118816080678705,6.672349395272111,0.8302338936021201
-1.1221353797946936,-7.868755173330049,-4.495445276562371
-6.189919203666914,-9.153388645967409,-7.671653924817162
0.11852905104733757,-5.9293910955719635,-2.905431022262313
-7.095032503192728,-0.5493354156783905,-3.8221839594355593
7.434317964364098,-0.24990692088193178,3.592205521741083
-4.229626887387937,-9.277687333879685,-6.753657110633811
5.532177584891848,-1.5575497400974978,1.987313922397175
-2.310154947978682,-6.309999983043554,-4.310077465511117
7.616077602382742,9.093601155373403,8.354839378878072
5.3996915324505075,-4.638928848087846,0.3803813421813307
4.8420693089588625,-3.401388389981723,0.7203404594885696
-9.275670442719687,3.7747583914898986,-2.750456025614894
0.3828980862144906,-5.663767936775672,-2.6404349252805908
1.544453918879233,5.949648402992219,3.747051160935726
-6.275044810103342,-5.389578698816897,-5.83231175446012
1.3615294541115635,-8.638013449568145,-3.638241997728291
-1.22266312678477,-0.3133124727027585,-0.7679877997437643
9.028076930509446,2.0251637998356173,5.526620365172532
4.745260288298777,-5.321372192394523,-0.28805595204787293
-2.564095500642395,9.359115127610067,3.397509813483836
7.620715912798616,-6.910439099198809,0.3551384067999033
1.9863815470072304,9.333164102664941,5.659772824836086
-4.016860076701472,8.754583650557414,2.368861786927971
3.034254054924043,-3.1746557725372613,-0.0702008588066092
